"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1","BOS","JFK","70 Park Avenue Hotel, a Kimpton Hotel",3,"2015-10-21","2015-10-24",1088.73,991.22,0.08956,10,0,1
"2","BOS","JFK","70 Park Avenue Hotel, a Kimpton Hotel",7,"2015-10-23","2015-10-30",1729.7,1657.41,0.04179,10,0,1
"3","BOS","JFK","70 Park Avenue Hotel, a Kimpton Hotel",7,"2015-10-21","2015-10-28",1906.37,1883.47,0.01201,10,0,1
"4","BOS","JFK","70 Park Avenue Hotel, a Kimpton Hotel",7,"2015-10-24","2015-10-31",1684.68,1673.87,0.00641,10,0,1
"5","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-10-21","2015-10-24",1118.69,709.14,0.3661,10,0,1
"6","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-07","2015-11-14",1310.76,951.52,0.27407,11,1,1
"7","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-04","2015-11-11",1345.08,1044.93,0.22315,11,0,1
"8","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-14","2015-11-21",1346.53,1072.96,0.20317,11,2,1
"9","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-10-24","2015-10-27",780.83,625.13,0.1994,10,0,1
"10","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-14","2015-11-17",704.91,568.13,0.19404,11,2,1
"11","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-15","2015-11-22",1415.17,1141.51,0.19338,11,2,1
"12","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-04","2015-11-07",767.03,622.42,0.18853,11,0,1
"13","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-13","2015-11-20",1328.62,1093.22,0.17718,11,2,1
"14","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-08","2015-11-11",572.12,475.6,0.16871,11,1,1
"15","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-07","2015-11-10",696.99,580.09,0.16772,11,1,1
"16","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-10-21","2015-10-28",1434.44,1194.58,0.16722,10,0,1
"17","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-13","2015-11-16",1030.51,861.26,0.16424,11,2,1
"18","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-08","2015-11-15",1391.59,1187.51,0.14666,11,1,1
"19","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-18","2015-11-21",746.16,640.81,0.14118,11,2,1
"20","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-15","2015-11-18",546.76,485.24,0.11252,11,2,1
"21","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-11","2015-11-18",1221.63,1114.36,0.08781,11,1,1
"22","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-11-25","2015-12-02",1289.85,1187.7,0.07919,11,2,1
"23","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-01","2015-11-04",634.64,591.49,0.06798,11,0,1
"24","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",7,"2015-10-24","2015-10-31",1304.48,1241.89,0.04798,10,0,1
"25","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-10-23","2015-10-26",982.17,939.39,0.04356,10,0,1
"26","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-11","2015-11-14",698,682.21,0.02261,11,1,1
"27","JFK","MSY","AC Hotel by Marriott New Orleans Bourbon/French Quarter Area",3,"2015-11-21","2015-11-24",828.13,818.78,0.01128,11,2,1
"28","JFK","BGI","Accra Beach Resort",7,"2015-11-20","2015-11-27",1302.9,817.05,0.3729,11,2,1
"29","JFK","BGI","Accra Beach Resort",7,"2015-11-18","2015-11-25",1313.96,866.7,0.34039,11,2,1
"30","JFK","BGI","Accra Beach Resort",7,"2015-11-21","2015-11-28",1338.4,884.23,0.33934,11,2,1
"31","JFK","BGI","Accra Beach Resort",7,"2015-11-15","2015-11-22",1303.36,872.17,0.33083,11,2,1
"32","JFK","BGI","Accra Beach Resort",7,"2015-11-22","2015-11-29",1612.41,1082.23,0.32881,11,2,1
"33","JFK","BGI","Accra Beach Resort",3,"2015-11-20","2015-11-23",799.81,624.15,0.21963,11,2,1
"34","JFK","BGI","Accra Beach Resort",7,"2015-10-24","2015-10-31",1439.05,1131.64,0.21362,10,0,1
"35","JFK","BGI","Accra Beach Resort",3,"2015-11-22","2015-11-25",784.36,620.41,0.20903,11,2,1
"36","JFK","BGI","Accra Beach Resort",3,"2015-11-21","2015-11-24",780.91,622.28,0.20314,11,2,1
"37","JFK","BGI","Accra Beach Resort",7,"2015-10-28","2015-11-04",1226.79,979.27,0.20176,10,0,1
"38","JFK","BGI","Accra Beach Resort",7,"2015-11-14","2015-11-21",1188.91,955.17,0.1966,11,2,1
"39","JFK","BGI","Accra Beach Resort",7,"2015-11-25","2015-12-02",1118.95,912.23,0.18475,11,2,1
"40","JFK","BGI","Accra Beach Resort",7,"2015-11-04","2015-11-11",1155.98,946.92,0.18085,11,0,1
"41","JFK","BGI","Accra Beach Resort",7,"2015-11-06","2015-11-13",1120.59,918.6,0.18025,11,1,1
"42","JFK","BGI","Accra Beach Resort",7,"2015-11-07","2015-11-14",1155.56,949.7,0.17815,11,1,1
"43","JFK","BGI","Accra Beach Resort",7,"2015-11-08","2015-11-15",1294.95,1081.52,0.16482,11,1,1
"44","JFK","BGI","Accra Beach Resort",7,"2015-10-30","2015-11-06",1357.12,1135.16,0.16355,10,0,1
"45","JFK","BGI","Accra Beach Resort",7,"2015-10-25","2015-11-01",1637.09,1410.64,0.13833,10,0,1
"46","JFK","BGI","Accra Beach Resort",7,"2015-11-11","2015-11-18",1031.34,895.17,0.13203,11,1,1
"47","JFK","BGI","Accra Beach Resort",7,"2015-10-31","2015-11-07",1057.38,939.92,0.11109,10,0,1
"48","JFK","BGI","Accra Beach Resort",3,"2015-10-28","2015-10-31",825.06,735.79,0.1082,10,0,1
"49","JFK","BGI","Accra Beach Resort",7,"2015-11-01","2015-11-08",1128.52,1006.92,0.10776,11,0,1
"50","JFK","BGI","Accra Beach Resort",3,"2015-11-18","2015-11-21",697.3,626.02,0.10223,11,2,1
"51","JFK","BGI","Accra Beach Resort",3,"2015-11-08","2015-11-11",682.87,620.41,0.09147,11,1,1
"52","JFK","BGI","Accra Beach Resort",3,"2015-11-15","2015-11-18",686.74,626.02,0.08843,11,2,1
"53","JFK","BGI","Accra Beach Resort",3,"2015-11-07","2015-11-10",733.69,671.41,0.08489,11,1,1
"54","JFK","BGI","Accra Beach Resort",3,"2015-11-01","2015-11-04",813.87,744.79,0.08488,11,0,1
"55","JFK","BGI","Accra Beach Resort",3,"2015-11-25","2015-11-28",758.55,694.41,0.08456,11,2,1
"56","JFK","BGI","Accra Beach Resort",3,"2015-10-30","2015-11-02",972.58,891.25,0.08362,10,0,1
"57","JFK","BGI","Accra Beach Resort",3,"2015-10-24","2015-10-27",957.01,877.42,0.08317,10,0,1
"58","JFK","BGI","Accra Beach Resort",3,"2015-11-06","2015-11-09",754.8,695.79,0.07818,11,1,1
"59","JFK","BGI","Accra Beach Resort",3,"2015-11-11","2015-11-14",793.35,732.02,0.07731,11,1,1
"60","JFK","BGI","Accra Beach Resort",3,"2015-11-13","2015-11-16",720.35,677.02,0.06015,11,2,1
"61","JFK","BGI","Accra Beach Resort",3,"2015-11-14","2015-11-17",778.25,732.02,0.0594,11,2,1
"62","JFK","BGI","Accra Beach Resort",3,"2015-10-31","2015-11-03",764.99,720.33,0.05838,10,0,1
"63","JFK","BGI","Accra Beach Resort",3,"2015-11-04","2015-11-07",731.94,704.79,0.0371,11,0,1
"64","JFK","SDQ","Acuarium Suite Resort",7,"2015-11-22","2015-11-29",700.99,601.89,0.14138,11,2,1
"65","JFK","SDQ","Acuarium Suite Resort",3,"2015-11-22","2015-11-25",407.08,366.58,0.09948,11,2,1
"66","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-04","2015-11-11",501.92,477.6,0.04846,11,0,1
"67","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-20","2015-11-23",593.89,569.92,0.04036,11,2,1
"68","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-11","2015-11-18",538.43,517.6,0.03869,11,1,1
"69","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-25","2015-11-28",800.89,773.02,0.0348,11,2,1
"70","JFK","CUN","Adhara Hacienda Cancun",7,"2015-11-21","2015-11-28",1262.71,1220.71,0.03326,11,2,1
"71","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-08","2015-11-15",691.86,670.3,0.03117,11,1,1
"72","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-21","2015-11-28",914.39,886.7,0.03028,11,2,1
"73","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-21","2015-11-24",444.08,430.92,0.02965,11,2,1
"74","JFK","CUN","Adhara Hacienda Cancun",3,"2015-11-13","2015-11-16",615.89,599.28,0.02696,11,2,1
"75","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-11","2015-11-14",467.34,455.92,0.02444,11,1,1
"76","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-25","2015-12-02",597.45,584.1,0.02235,11,2,1
"77","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-06","2015-11-09",418.53,410.02,0.02035,11,1,1
"78","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-04","2015-11-07",400.88,393.02,0.01962,11,0,1
"79","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-08","2015-11-11",388.42,380.92,0.01932,11,1,1
"80","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-14","2015-11-21",637.39,626.3,0.0174,11,2,1
"81","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-22","2015-11-29",804.49,792.7,0.01466,11,2,1
"82","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-06","2015-11-13",501.92,494.6,0.01459,11,1,1
"83","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-07","2015-11-10",353.89,348.92,0.01404,11,1,1
"84","JFK","CUN","Adhara Hacienda Cancun",7,"2015-11-22","2015-11-29",1312.89,1297.41,0.01179,11,2,1
"85","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-22","2015-11-25",340.89,336.92,0.01165,11,2,1
"86","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-13","2015-11-20",497.39,491.7,0.01144,11,2,1
"87","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-07","2015-11-14",519.67,514.6,0.00977,11,1,1
"88","JFK","CUN","Adhara Hacienda Cancun",3,"2015-11-20","2015-11-23",529.89,524.78,0.00963,11,2,1
"89","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-15","2015-11-18",329.89,326.92,0.009,11,2,1
"90","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-15","2015-11-22",484.27,480.1,0.00861,11,2,1
"91","FLL","CUN","Adhara Hacienda Cancun",7,"2015-11-18","2015-11-25",454.39,450.6,0.00834,11,2,1
"92","FLL","CUN","Adhara Hacienda Cancun",3,"2015-11-14","2015-11-17",339.64,336.92,0.00802,11,2,1
"93","BOS","JFK","Affinia 50",3,"2015-10-21","2015-10-24",1088.36,988.42,0.09183,10,0,1
"94","BOS","JFK","Affinia 50",3,"2015-10-24","2015-10-27",840.28,773.55,0.07941,10,0,1
"95","BOS","JFK","Affinia Manhattan",3,"2015-10-24","2015-10-27",806.79,684.29,0.15184,10,0,1
"96","BOS","JFK","Affinia Manhattan",3,"2015-10-23","2015-10-26",752.72,689.36,0.08417,10,0,1
"97","BOS","JFK","Affinia Manhattan",3,"2015-10-21","2015-10-24",950.37,874.33,0.08001,10,0,1
"98","BOS","JFK","Affinia Manhattan",3,"2015-10-30","2015-11-02",735.12,706.76,0.03859,10,0,1
"99","BOS","JFK","Affinia Shelburne",3,"2015-10-24","2015-10-27",811.02,680.42,0.16103,10,0,1
"100","BOS","JFK","Affinia Shelburne",3,"2015-10-21","2015-10-24",992.26,884.83,0.10827,10,0,1
"101","BOS","JFK","Affinia Shelburne",3,"2015-10-28","2015-10-31",841.22,758.69,0.09811,10,0,1
"102","BOS","JFK","Affinia Shelburne",3,"2015-10-23","2015-10-26",773.02,699.82,0.0947,10,0,1
"103","BOS","JFK","Affinia Shelburne",3,"2015-10-25","2015-10-28",727.77,683.27,0.06115,10,0,1
"104","BOS","JFK","Affinia Shelburne",7,"2015-10-23","2015-10-30",1492.64,1409.64,0.05561,10,0,1
"105","BOS","JFK","Affinia Shelburne",3,"2015-10-31","2015-11-03",755.62,748.32,0.00965,10,0,1
"106","BOS","JFK","Affinia Shelburne",7,"2015-10-24","2015-10-31",1387.22,1380.96,0.00451,10,0,1
"107","BOS","JFK","Affinia Shelburne",7,"2015-10-25","2015-11-01",1415.24,1412.09,0.00223,10,0,1
"108","JFK","POP","Agualina Kite Resort",3,"2015-10-23","2015-10-26",724.89,620.83,0.14355,10,0,1
"109","JFK","POP","Agualina Kite Resort",3,"2015-10-25","2015-10-28",638.01,573.83,0.10059,10,0,1
"110","JFK","POP","Agualina Kite Resort",3,"2015-10-24","2015-10-27",690.23,620.83,0.10054,10,0,1
"111","JFK","POP","Agualina Kite Resort",3,"2015-11-14","2015-11-17",620.17,576.3,0.07074,11,2,1
"112","JFK","POP","Agualina Kite Resort",3,"2015-11-01","2015-11-04",595.27,558.83,0.06122,11,0,1
"113","JFK","POP","Agualina Kite Resort",3,"2015-11-25","2015-11-28",704.77,668.3,0.05175,11,2,1
"114","JFK","POP","Agualina Kite Resort",7,"2015-10-25","2015-11-01",791.26,761.47,0.03765,10,0,1
"115","JFK","POP","Agualina Kite Resort",3,"2015-11-13","2015-11-16",1206.18,1161.3,0.03721,11,2,1
"116","JFK","POP","Agualina Kite Resort",3,"2015-10-30","2015-11-02",591.02,573.83,0.02909,10,0,1
"117","JFK","POP","Agualina Kite Resort",3,"2015-10-31","2015-11-03",591.01,573.83,0.02906,10,0,1
"118","JFK","POP","Agualina Kite Resort",7,"2015-10-23","2015-10-30",794.67,774.47,0.02541,10,0,1
"119","JFK","POP","Agualina Kite Resort",7,"2015-11-14","2015-11-21",723.27,709.03,0.0197,11,2,1
"120","JFK","POP","Agualina Kite Resort",3,"2015-10-28","2015-10-31",585.19,573.83,0.0194,10,0,1
"121","JFK","POP","Agualina Kite Resort",3,"2015-11-04","2015-11-07",553.94,543.83,0.01824,11,0,1
"122","JFK","POP","Agualina Kite Resort",7,"2015-11-21","2015-11-28",829.02,820.03,0.01085,11,2,1
"123","JFK","POP","Agualina Kite Resort",3,"2015-11-11","2015-11-14",675.54,668.3,0.01072,11,1,1
"124","JFK","POP","Agualina Kite Resort",3,"2015-11-06","2015-11-09",630.21,626.3,0.00621,11,1,1
"125","JFK","POP","Agualina Kite Resort",3,"2015-11-21","2015-11-24",630.12,626.3,0.00607,11,2,1
"126","JFK","POP","Agualina Kite Resort",7,"2015-11-04","2015-11-11",713.92,712.47,0.00202,11,0,1
"127","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-10-24","2015-10-27",795.41,549.42,0.30926,10,0,1
"128","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-10-25","2015-10-28",759,549.42,0.27613,10,0,1
"129","JFK","LAX","Airtel Plaza Hotel and Conference Center",7,"2015-10-25","2015-11-01",1142.28,860.75,0.24646,10,0,1
"130","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-10-28","2015-10-31",701.89,543.61,0.22551,10,0,1
"131","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-11-01","2015-11-04",673.71,522.48,0.22448,11,0,1
"132","JFK","LAX","Airtel Plaza Hotel and Conference Center",7,"2015-10-24","2015-10-31",1114.26,866.56,0.2223,10,0,1
"133","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-10-30","2015-11-02",647.83,512.71,0.20858,10,0,1
"134","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-10-23","2015-10-26",924.5,760.42,0.17748,10,0,1
"135","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-10-31","2015-11-03",599.01,517.59,0.13592,10,0,1
"136","JFK","LAX","Airtel Plaza Hotel and Conference Center",7,"2015-10-23","2015-10-30",1163.51,1083.37,0.06888,10,0,1
"137","JFK","LAX","Airtel Plaza Hotel and Conference Center",7,"2015-10-30","2015-11-06",891.65,830.3,0.0688,10,0,1
"138","JFK","LAX","Airtel Plaza Hotel and Conference Center",7,"2015-10-28","2015-11-04",862.68,835.13,0.03194,10,0,1
"139","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-11-21","2015-11-24",700.62,681.57,0.02718,11,2,1
"140","JFK","LAX","Airtel Plaza Hotel and Conference Center",7,"2015-10-31","2015-11-07",850.92,829.47,0.02521,10,0,1
"141","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-11-20","2015-11-23",590.95,576.45,0.02454,11,2,1
"142","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-11-13","2015-11-16",494.47,488.13,0.01281,11,2,1
"143","JFK","LAX","Airtel Plaza Hotel and Conference Center",3,"2015-11-25","2015-11-28",815.88,807.22,0.01061,11,2,1
"144","JFK","SXM","Alamanda Resort",3,"2015-10-23","2015-10-26",808.61,673.66,0.1669,10,0,1
"145","JFK","SXM","Alamanda Resort",3,"2015-10-31","2015-11-03",795.86,690.67,0.13217,10,0,1
"146","JFK","SXM","Alamanda Resort",3,"2015-10-25","2015-10-28",787.78,704.49,0.10572,10,0,1
"147","JFK","SXM","Alamanda Resort",3,"2015-10-30","2015-11-02",756.05,678.44,0.10265,10,0,1
"148","JFK","SXM","Alamanda Resort",7,"2015-10-31","2015-11-07",1117.52,1004.47,0.10117,10,0,1
"149","JFK","SXM","Alamanda Resort",7,"2015-10-23","2015-10-30",1023.19,922.59,0.09832,10,0,1
"150","JFK","SXM","Alamanda Resort",7,"2015-10-30","2015-11-06",1127.69,1017.76,0.09749,10,0,1
"151","JFK","SXM","Alamanda Resort",7,"2015-10-26","2015-11-02",1060.25,980.44,0.07527,10,0,1
"152","JFK","SXM","Alamanda Resort",3,"2015-10-26","2015-10-29",731.94,694.35,0.05136,10,0,1
"153","JFK","SXM","Alamanda Resort",3,"2015-10-24","2015-10-27",808.61,783.49,0.03107,10,0,1
"154","JFK","SXM","Alamanda Resort",7,"2015-10-25","2015-11-01",1061.22,1058.92,0.00217,10,0,1
"155","JFK","SXM","Alegria, an Ascend Hotel Collection Member",3,"2015-10-23","2015-10-26",771.71,649.89,0.15786,10,0,1
"156","JFK","SXM","Alegria, an Ascend Hotel Collection Member",3,"2015-10-25","2015-10-28",790.87,727.38,0.08027,10,0,1
"157","JFK","SXM","Alegria, an Ascend Hotel Collection Member",3,"2015-10-31","2015-11-03",693.53,645.05,0.0699,10,0,1
"158","JFK","SXM","Alegria, an Ascend Hotel Collection Member",7,"2015-10-23","2015-10-30",1039.3,988.78,0.04861,10,0,1
"159","JFK","SXM","Alegria, an Ascend Hotel Collection Member",3,"2015-10-26","2015-10-29",748.36,733.55,0.0198,10,0,1
"160","JFK","SXM","Alegria, an Ascend Hotel Collection Member",3,"2015-10-30","2015-11-02",680.18,668.22,0.01758,10,0,1
"161","JFK","SXM","Alegria, an Ascend Hotel Collection Member",3,"2015-10-24","2015-10-27",771.71,760.89,0.01403,10,0,1
"162","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-07","2015-11-10",583.03,391.22,0.32899,11,1,1
"163","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-08","2015-11-11",529.91,376.64,0.28923,11,1,1
"164","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-01","2015-11-04",665.64,505.49,0.2406,11,0,1
"165","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-15","2015-11-18",414.25,331.7,0.19928,11,2,1
"166","SFO","LAS","Alexis Park All Suite Resort",3,"2015-10-31","2015-11-03",320.17,265.53,0.17066,10,0,1
"167","BOS","LAS","Alexis Park All Suite Resort",3,"2015-10-28","2015-10-31",824.52,690.76,0.16223,10,0,1
"168","SFO","LAS","Alexis Park All Suite Resort",3,"2015-10-30","2015-11-02",364.02,318.39,0.12535,10,0,1
"169","JFK","LAS","Alexis Park All Suite Resort",3,"2015-10-31","2015-11-03",648.49,567.59,0.12476,10,0,1
"170","FLL","LAS","Alexis Park All Suite Resort",3,"2015-10-31","2015-11-03",513.87,460.64,0.10359,10,0,1
"171","FLL","LAS","Alexis Park All Suite Resort",3,"2015-10-30","2015-11-02",538.51,488.4,0.09304,10,0,1
"172","JFK","LAS","Alexis Park All Suite Resort",3,"2015-10-28","2015-10-31",740.53,672.76,0.09152,10,0,1
"173","FLL","LAS","Alexis Park All Suite Resort",3,"2015-11-11","2015-11-14",552.88,504.23,0.088,11,1,1
"174","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-21","2015-11-24",471.91,439.26,0.06918,11,2,1
"175","JFK","LAS","Alexis Park All Suite Resort",7,"2015-11-14","2015-11-21",865.97,812.46,0.06179,11,2,1
"176","FLL","LAS","Alexis Park All Suite Resort",3,"2015-11-13","2015-11-16",745.65,705.11,0.05437,11,2,1
"177","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-14","2015-11-17",499.9,474.32,0.05117,11,2,1
"178","BOS","LAS","Alexis Park All Suite Resort",3,"2015-11-06","2015-11-09",752.07,715.46,0.04868,11,1,1
"179","JFK","LAS","Alexis Park All Suite Resort",7,"2015-11-06","2015-11-13",906.53,870.57,0.03966,11,1,1
"180","LGB","LAS","Alexis Park All Suite Resort",3,"2015-11-13","2015-11-16",450.93,436.01,0.03309,11,2,1
"181","LGB","LAS","Alexis Park All Suite Resort",3,"2015-10-28","2015-10-31",281.27,272.03,0.03285,10,0,1
"182","BOS","LAS","Alexis Park All Suite Resort",3,"2015-11-07","2015-11-10",517.44,501.9,0.03003,11,1,1
"183","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-18","2015-11-21",535.72,520.22,0.02892,11,2,1
"184","BOS","LAS","Alexis Park All Suite Resort",3,"2015-11-15","2015-11-18",500.25,488.05,0.02439,11,2,1
"185","LGB","LAS","Alexis Park All Suite Resort",3,"2015-11-07","2015-11-10",293.54,288.17,0.01829,11,1,1
"186","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-25","2015-11-28",792.01,778.22,0.01741,11,2,1
"187","FLL","LAS","Alexis Park All Suite Resort",3,"2015-11-20","2015-11-23",549.23,541.53,0.01401,11,2,1
"188","SFO","LAS","Alexis Park All Suite Resort",3,"2015-11-06","2015-11-09",536.8,531.05,0.0107,11,1,1
"189","JFK","LAS","Alexis Park All Suite Resort",7,"2015-11-08","2015-11-15",941.63,932.16,0.01006,11,1,1
"190","SFO","LAS","Alexis Park All Suite Resort",3,"2015-11-07","2015-11-10",285.25,282.64,0.00915,11,1,1
"191","JFK","LAS","Alexis Park All Suite Resort",7,"2015-11-21","2015-11-28",864.6,857.33,0.0084,11,2,1
"192","SFO","LAS","Alexis Park All Suite Resort",3,"2015-11-01","2015-11-04",280.11,278.29,0.00648,11,0,1
"193","LGB","LAS","Alexis Park All Suite Resort",3,"2015-11-25","2015-11-28",429.55,427,0.00592,11,2,1
"194","BOS","LAS","Alexis Park All Suite Resort",3,"2015-11-01","2015-11-04",671.19,668.37,0.00419,11,0,1
"195","JFK","LAS","Alexis Park All Suite Resort",3,"2015-11-20","2015-11-23",575.98,574.64,0.00232,11,2,1
"196","FLL","LAS","Alexis Park All Suite Resort",3,"2015-10-25","2015-10-28",582.79,581.64,0.00196,10,0,1
"197","FLL","LAS","Alexis Park All Suite Resort",3,"2015-11-25","2015-11-28",667.91,667.43,0.00072,11,2,1
"198","JFK","LAS","Aliante Casino and Hotel",3,"2015-11-08","2015-11-11",506.52,350.23,0.30857,11,1,1
"199","FLL","LAS","Aliante Casino and Hotel",3,"2015-11-20","2015-11-23",540.06,531.06,0.01667,11,2,1
"200","FLL","LAS","Aliante Casino and Hotel",3,"2015-11-18","2015-11-21",543.87,543.4,0.00086,11,2,1
"201","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-10-25","2015-10-28",536.16,497.74,0.07165,10,0,1
"202","JFK","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-10-31","2015-11-03",654.14,618.57,0.05438,10,0,1
"203","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-11-01","2015-11-04",517.08,497.02,0.0388,11,0,1
"204","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-10-28","2015-10-31",518.16,499.34,0.03631,10,0,1
"205","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-10-24","2015-10-27",527.21,513.21,0.02655,10,0,1
"206","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-11-20","2015-11-23",740.2,726.02,0.01916,11,2,1
"207","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-11-25","2015-11-28",947.2,929.12,0.01909,11,2,1
"208","FLL","CUN","All Ritmo Cancun Resort and Waterpark",7,"2015-10-25","2015-11-01",791.17,781.93,0.01169,10,0,1
"209","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-11-21","2015-11-24",590.39,587.02,0.00572,11,2,1
"210","FLL","CUN","All Ritmo Cancun Resort and Waterpark",7,"2015-11-04","2015-11-11",843.31,839.46,0.00457,11,0,1
"211","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-10-30","2015-11-02",491.99,490.68,0.00265,10,0,1
"212","FLL","CUN","All Ritmo Cancun Resort and Waterpark",7,"2015-11-25","2015-12-02",992.84,991.51,0.00134,11,2,1
"213","FLL","CUN","All Ritmo Cancun Resort and Waterpark",3,"2015-10-31","2015-11-03",504.53,503.93,0.0012,10,0,1
"214","FLL","CUN","All Ritmo Cancun Resort and Waterpark",7,"2015-11-08","2015-11-15",1033.25,1032.16,0.00105,11,1,1
"215","JFK","MCO","Allure Resort Orlando",3,"2015-10-25","2015-10-28",627.01,401.27,0.36003,10,0,1
"216","JFK","MCO","Allure Resort Orlando",7,"2015-11-18","2015-11-25",540.67,402.42,0.25569,11,2,1
"217","JFK","MCO","Allure Resort Orlando",7,"2015-11-15","2015-11-22",620.82,476.02,0.23323,11,2,1
"218","JFK","MCO","Allure Resort Orlando",7,"2015-11-20","2015-11-27",680.58,536.57,0.2116,11,2,1
"219","JFK","MCO","Allure Resort Orlando",3,"2015-11-18","2015-11-21",396.08,322.08,0.18684,11,2,1
"220","JFK","MCO","Allure Resort Orlando",7,"2015-11-14","2015-11-21",546.11,444.74,0.18562,11,2,1
"221","JFK","MCO","Allure Resort Orlando",7,"2015-11-11","2015-11-18",506.8,425.14,0.16113,11,1,1
"222","JFK","MCO","Allure Resort Orlando",7,"2015-10-28","2015-11-04",626.8,531.24,0.15246,10,0,1
"223","JFK","MCO","Allure Resort Orlando",3,"2015-11-08","2015-11-11",383.64,325.2,0.15233,11,1,1
