"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"522","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-13","2015-11-20",2518.63,1276.96,0.49299,11,2,1
"523","JFK","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-08","2015-11-15",2448.23,1325.95,0.4584,11,1,1
"524","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-11","2015-11-18",2436.1,1335.49,0.45179,11,1,1
"525","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-11","2015-11-14",983.99,541.19,0.45,11,1,1
"526","FLL","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-11","2015-11-14",1261.71,708.03,0.43883,11,1,1
"527","JFK","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-06","2015-11-13",3088.25,1775.82,0.42498,11,1,1
"528","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-13","2015-11-16",1399.93,861.23,0.3848,11,2,1
"529","BOS","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-08","2015-11-15",2504.24,1626.33,0.35057,11,1,1
"530","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-15","2015-11-22",1725.52,1132.77,0.34352,11,2,1
"531","BOS","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-06","2015-11-13",3141.82,2067.91,0.34181,11,1,1
"532","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-14","2015-11-21",1756.44,1172.35,0.33254,11,2,1
"533","JFK","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-07","2015-11-14",2618.36,1758.77,0.3283,11,1,1
"534","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-06","2015-11-13",1474.72,1013.2,0.31295,11,1,1
"535","BOS","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-07","2015-11-14",2597.35,1787.73,0.31171,11,1,1
"536","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-11","2015-11-14",1306.76,943.53,0.27796,11,1,1
"537","BOS","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-11","2015-11-14",1396.98,1016.22,0.27256,11,1,1
"538","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-15","2015-11-18",884.08,678.58,0.23245,11,2,1
"539","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-08","2015-11-11",602.15,487.38,0.1906,11,1,1
"540","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-14","2015-11-17",1034.73,843.43,0.18488,11,2,1
"541","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-24","2015-10-27",605.73,525.88,0.13182,10,0,1
"542","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-07","2015-11-10",710.87,621.31,0.12599,11,1,1
"543","BOS","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-28","2015-10-31",868.56,764.79,0.11948,10,0,1
"544","FLL","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-13","2015-11-16",1689.48,1504.1,0.10973,11,2,1
"545","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-23","2015-10-26",921.4,831.64,0.09742,10,0,1
"546","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-01","2015-11-04",839.88,759.73,0.09544,11,0,1
"547","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-31","2015-11-03",460.87,422.56,0.08312,10,0,1
"548","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-31","2015-11-03",782.91,719.13,0.08147,10,0,1
"549","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-07","2015-11-10",496.97,463.55,0.06724,11,1,1
"550","FLL","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-30","2015-11-02",640.06,600.02,0.06256,10,0,1
"551","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-04","2015-11-07",812.8,768.28,0.05477,11,0,1
"552","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-30","2015-11-02",483.86,459.73,0.04988,10,0,1
"553","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-28","2015-10-31",784.57,746.79,0.04816,10,0,1
"554","FLL","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-31","2015-11-03",669.09,641.12,0.04181,10,0,1
"555","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-10-28","2015-10-31",353.72,341.44,0.0347,10,0,1
"556","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-06","2015-11-09",702,688.73,0.0189,11,1,1
"557","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-01","2015-11-08",1540.3,1514.03,0.01706,11,0,1
"558","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-11-04","2015-11-11",1182.98,1167.62,0.01298,11,0,1
"559","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-10-30","2015-11-06",1335.09,1324.61,0.00785,10,0,1
"560","SFO","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-01","2015-11-04",537.49,534.73,0.00514,11,0,1
"561","JFK","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-21","2015-11-24",508.1,505.62,0.00487,11,2,1
"562","LGB","LAS","ARIA Resort and Casino at CityCenter",7,"2015-10-31","2015-11-07",1455.89,1449.08,0.00468,10,0,1
"563","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-25","2015-11-28",501.08,499.28,0.00358,11,2,1
"564","LGB","LAS","ARIA Resort and Casino at CityCenter",3,"2015-11-04","2015-11-07",806.31,804.28,0.00252,11,0,1
"565","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",7,"2015-10-31","2015-11-07",2026.41,1642.66,0.18937,10,0,1
"566","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-04","2015-11-07",1390.95,1179.73,0.15186,11,0,1
"567","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-01","2015-11-04",1093.52,955.1,0.12658,11,0,1
"568","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-10-30","2015-11-02",1036.55,919.04,0.11337,10,0,1
"569","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-10-31","2015-11-03",1051.73,937.07,0.10902,10,0,1
"570","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-22","2015-11-25",1111.24,992.1,0.10722,11,2,1
"571","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-11","2015-11-14",1083.76,1007.73,0.07016,11,1,1
"572","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-08","2015-11-11",1026.85,955.1,0.06988,11,1,1
"573","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-21","2015-11-24",1185.46,1141.1,0.03742,11,2,1
"574","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",7,"2015-10-30","2015-11-06",1683.21,1624.63,0.0348,10,0,1
"575","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-20","2015-11-23",1016.48,992.1,0.02398,11,2,1
"576","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-15","2015-11-18",970.59,955.1,0.01596,11,2,1
"577","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",3,"2015-11-18","2015-11-21",1049.2,1037.1,0.01153,11,2,1
"578","JFK","AUA","Aruba Marriott Resort and Stellaris Casino",7,"2015-11-18","2015-11-25",1588.25,1570.55,0.01114,11,2,1
"579","JFK","AUA","Arubiana Inn",3,"2015-11-01","2015-11-04",779.82,628.98,0.19343,11,0,1
"580","JFK","AUA","Arubiana Inn",3,"2015-10-30","2015-11-02",822.66,666.42,0.18993,10,0,1
"581","JFK","AUA","Arubiana Inn",3,"2015-10-31","2015-11-03",771.35,628.98,0.18457,10,0,1
"582","JFK","AUA","Arubiana Inn",7,"2015-10-30","2015-11-06",1019.93,896.97,0.12056,10,0,1
"583","JFK","AUA","Arubiana Inn",3,"2015-11-25","2015-11-28",995.71,890.98,0.10518,11,2,1
"584","JFK","AUA","Arubiana Inn",3,"2015-11-06","2015-11-09",782.89,703.42,0.10151,11,1,1
"585","JFK","AUA","Arubiana Inn",7,"2015-11-01","2015-11-08",1173.1,1082.97,0.07683,11,0,1
"586","JFK","AUA","Arubiana Inn",7,"2015-11-21","2015-11-28",1285.77,1193.96,0.0714,11,2,1
"587","JFK","AUA","Arubiana Inn",7,"2015-11-06","2015-11-13",961.99,896.97,0.06758,11,1,1
"588","JFK","AUA","Arubiana Inn",7,"2015-11-22","2015-11-29",1533.73,1433.96,0.06505,11,2,1
"589","JFK","AUA","Arubiana Inn",7,"2015-10-31","2015-11-07",950.32,896.97,0.05613,10,0,1
"590","JFK","AUA","Arubiana Inn",3,"2015-11-08","2015-11-11",704.01,666.42,0.05339,11,1,1
"591","JFK","AUA","Arubiana Inn",3,"2015-11-07","2015-11-10",759.58,726.42,0.04366,11,1,1
"592","JFK","AUA","Arubiana Inn",3,"2015-11-04","2015-11-07",888.39,852.42,0.04049,11,0,1
"593","JFK","AUA","Arubiana Inn",3,"2015-11-18","2015-11-21",740.59,711.98,0.03862,11,2,1
"594","JFK","AUA","Arubiana Inn",3,"2015-11-15","2015-11-18",694.5,667.69,0.0386,11,2,1
"595","JFK","AUA","Arubiana Inn",3,"2015-11-21","2015-11-24",844.63,815.98,0.03392,11,2,1
"596","JFK","AUA","Arubiana Inn",3,"2015-11-20","2015-11-23",689.89,666.98,0.03321,11,2,1
"597","JFK","AUA","Arubiana Inn",3,"2015-11-11","2015-11-14",703.92,681.69,0.03157,11,1,1
"598","JFK","AUA","Arubiana Inn",3,"2015-11-22","2015-11-25",684.91,666.98,0.02618,11,2,1
"599","JFK","AUA","Arubiana Inn",3,"2015-11-14","2015-11-17",723.01,704.69,0.02534,11,2,1
"600","JFK","AUA","Arubiana Inn",3,"2015-11-13","2015-11-16",938.05,918.69,0.02063,11,2,1
"601","JFK","AUA","Arubiana Inn",7,"2015-11-04","2015-11-11",1095.65,1082.97,0.01157,11,0,1
"602","JFK","AUA","Arubiana Inn",7,"2015-11-08","2015-11-15",1141.78,1128.97,0.01122,11,1,1
"603","JFK","AUA","Arubiana Inn",7,"2015-11-18","2015-11-25",818.4,811.96,0.00788,11,2,1
"604","JFK","AUA","Arubiana Inn",7,"2015-11-07","2015-11-14",961.88,956.97,0.0051,11,1,1
"605","JFK","AUA","Arubiana Inn",7,"2015-11-25","2015-12-02",878.93,876.96,0.00224,11,2,1
"606","JFK","AUA","Arubiana Inn",7,"2015-11-11","2015-11-18",900.94,899.94,0.0011,11,1,1
"607","JFK","LAS","Aston MonteLago Village Resort",3,"2015-11-08","2015-11-11",529.5,469.11,0.11405,11,1,1
"608","BOS","LAS","Aston MonteLago Village Resort",3,"2015-10-28","2015-10-31",839.52,751.65,0.10467,10,0,1
"609","FLL","LAS","Aston MonteLago Village Resort",3,"2015-11-13","2015-11-16",687.5,666.37,0.03073,11,2,1
"610","JFK","LAS","Aston MonteLago Village Resort",3,"2015-10-28","2015-10-31",755.53,733.65,0.02896,10,0,1
"611","JFK","MSY","Astor Crowne Plaza",3,"2015-10-21","2015-10-24",996.17,567.82,0.42999,10,0,1
"612","JFK","MSY","Astor Crowne Plaza",7,"2015-10-21","2015-10-28",1257.75,928.4,0.26186,10,0,1
"613","JFK","MSY","Astor Crowne Plaza",3,"2015-11-04","2015-11-07",719.23,574.7,0.20096,11,0,1
"614","JFK","MSY","Astor Crowne Plaza",3,"2015-11-18","2015-11-21",607.65,523.73,0.13811,11,2,1
"615","JFK","MSY","Astor Crowne Plaza",3,"2015-11-14","2015-11-17",584.36,526.12,0.09966,11,2,1
"616","JFK","MSY","Astor Crowne Plaza",3,"2015-11-01","2015-11-04",619.34,605.83,0.02181,11,0,1
"617","JFK","MSY","Astor Crowne Plaza",3,"2015-11-15","2015-11-18",466.63,462.58,0.00868,11,2,1
"618","JFK","NAS","Atlantis Coral Towers",3,"2015-10-25","2015-10-28",901.1,699.63,0.22358,10,0,1
"619","JFK","NAS","Atlantis Coral Towers",7,"2015-11-20","2015-11-27",2332.33,2102.2,0.09867,11,2,1
"620","FLL","NAS","Atlantis Coral Towers",3,"2015-11-22","2015-11-25",1089.93,1015.3,0.06847,11,2,1
"621","FLL","NAS","Atlantis Coral Towers",7,"2015-11-18","2015-11-25",1647.8,1539.37,0.0658,11,2,1
"622","JFK","NAS","Atlantis Coral Towers",7,"2015-11-25","2015-12-02",1986.21,1857.31,0.0649,11,2,1
"623","FLL","NAS","Atlantis Coral Towers",7,"2015-11-25","2015-12-02",1806.36,1692.31,0.06314,11,2,1
"624","FLL","NAS","Atlantis Coral Towers",7,"2015-11-21","2015-11-28",2277.07,2141.13,0.0597,11,2,1
"625","FLL","NAS","Atlantis Coral Towers",3,"2015-11-25","2015-11-28",1316.78,1245.26,0.05431,11,2,1
"626","JFK","NAS","Atlantis Coral Towers",3,"2015-11-25","2015-11-28",1761.76,1672.26,0.0508,11,2,1
"627","FLL","NAS","Atlantis Coral Towers",7,"2015-11-20","2015-11-27",2124.59,2024.2,0.04725,11,2,1
"628","FLL","NAS","Atlantis Coral Towers",7,"2015-11-22","2015-11-29",2303.67,2195.39,0.047,11,2,1
"629","FLL","NAS","Atlantis Coral Towers",3,"2015-11-08","2015-11-11",523.21,500.16,0.04406,11,1,1
"630","JFK","NAS","Atlantis Coral Towers",3,"2015-11-22","2015-11-25",1099.95,1053.3,0.04241,11,2,1
"631","FLL","NAS","Atlantis Coral Towers",3,"2015-11-14","2015-11-17",527.6,505.54,0.04182,11,2,1
"632","FLL","NAS","Atlantis Coral Towers",3,"2015-11-11","2015-11-14",538.76,516.3,0.0417,11,1,1
"633","FLL","NAS","Atlantis Coral Towers",3,"2015-11-13","2015-11-16",576.54,553.06,0.04073,11,2,1
"634","JFK","NAS","Atlantis Coral Towers",7,"2015-11-18","2015-11-25",1722.53,1670.37,0.03028,11,2,1
"635","JFK","NAS","Atlantis Coral Towers",7,"2015-11-21","2015-11-28",2699.78,2637.13,0.0232,11,2,1
"636","FLL","NAS","Atlantis Coral Towers",3,"2015-11-15","2015-11-18",529.55,518.01,0.02178,11,2,1
"637","FLL","NAS","Atlantis Coral Towers",3,"2015-10-25","2015-10-28",486.56,476.63,0.0204,10,0,1
"638","FLL","NAS","Atlantis Coral Towers",3,"2015-11-07","2015-11-10",639.41,628.63,0.01686,11,1,1
"639","FLL","NAS","Atlantis Coral Towers",3,"2015-11-01","2015-11-04",739.42,727.62,0.01596,11,0,1
"640","FLL","NAS","Atlantis Coral Towers",3,"2015-10-24","2015-10-27",530.74,523.72,0.01323,10,0,1
"641","FLL","NAS","Atlantis Coral Towers",3,"2015-11-06","2015-11-09",812.91,805.11,0.0096,11,1,1
"642","FLL","NAS","Atlantis Coral Towers",3,"2015-10-31","2015-11-03",561.22,557.01,0.00751,10,0,1
"643","FLL","NAS","Atlantis Coral Towers",3,"2015-11-18","2015-11-21",551.38,548.59,0.00506,11,2,1
"644","JFK","NAS","Atlantis Coral Towers",3,"2015-11-11","2015-11-14",683.63,680.3,0.00488,11,1,1
"645","JFK","BGI","Atlantis Hotel",3,"2015-10-24","2015-10-27",950.83,884.51,0.06975,10,0,1
"646","JFK","BGI","Atlantis Hotel",7,"2015-10-24","2015-10-31",1249.18,1232.93,0.01301,10,0,1
"647","JFK","BGI","Atlantis Hotel",3,"2015-11-15","2015-11-18",643.09,635.51,0.01179,11,2,1
"648","JFK","BGI","Atlantis Hotel",3,"2015-11-22","2015-11-25",638.68,635.51,0.00496,11,2,1
"649","JFK","BGI","Atlantis Hotel",3,"2015-11-18","2015-11-21",638.44,635.51,0.00459,11,2,1
"650","JFK","UVF","Auberge Seraphine",3,"2015-10-24","2015-10-27",1140.34,693.48,0.39186,10,0,1
"651","JFK","UVF","Auberge Seraphine",3,"2015-10-28","2015-10-31",1028.52,671.79,0.34684,10,0,1
"652","JFK","UVF","Auberge Seraphine",3,"2015-10-26","2015-10-29",1027.5,671.79,0.34619,10,0,1
"653","JFK","UVF","Auberge Seraphine",3,"2015-10-25","2015-10-28",1028.52,673.48,0.3452,10,0,1
"654","JFK","UVF","Auberge Seraphine",7,"2015-10-26","2015-11-02",1320.89,935.84,0.29151,10,0,1
"655","JFK","UVF","Auberge Seraphine",7,"2015-10-28","2015-11-04",1320.89,935.84,0.29151,10,0,1
"656","JFK","UVF","Auberge Seraphine",7,"2015-10-24","2015-10-31",1311.3,994.79,0.24137,10,0,1
"657","JFK","UVF","Auberge Seraphine",7,"2015-10-25","2015-11-01",1344.48,1083.79,0.19389,10,0,1
"658","JFK","UVF","Auberge Seraphine",3,"2015-10-31","2015-11-03",762.3,636.79,0.16464,10,0,1
"659","JFK","UVF","Auberge Seraphine",3,"2015-10-29","2015-11-01",926.29,780.79,0.15708,10,0,1
"660","JFK","UVF","Auberge Seraphine",7,"2015-10-29","2015-11-05",1045.08,935.84,0.10452,10,0,1
"661","JFK","UVF","Auberge Seraphine",7,"2015-10-31","2015-11-07",1212.36,1088.84,0.10188,10,0,1
"662","JFK","UVF","Auberge Seraphine",7,"2015-11-21","2015-11-28",1603.3,1502.79,0.06269,11,2,1
"663","JFK","UVF","Auberge Seraphine",7,"2015-11-22","2015-11-29",1678.27,1604.79,0.04378,11,2,1
"664","JFK","UVF","Auberge Seraphine",3,"2015-11-15","2015-11-18",683.5,656.48,0.03952,11,2,1
"665","JFK","UVF","Auberge Seraphine",3,"2015-11-11","2015-11-14",699.23,673.48,0.03683,11,1,1
"666","JFK","UVF","Auberge Seraphine",3,"2015-11-18","2015-11-21",662.72,639.48,0.03507,11,2,1
"667","JFK","UVF","Auberge Seraphine",3,"2015-11-19","2015-11-22",662.71,639.48,0.03505,11,2,1
"668","JFK","UVF","Auberge Seraphine",3,"2015-11-02","2015-11-05",623.59,601.79,0.03496,11,0,1
"669","JFK","UVF","Auberge Seraphine",3,"2015-11-01","2015-11-04",781.48,754.79,0.03415,11,0,1
"670","JFK","UVF","Auberge Seraphine",3,"2015-11-04","2015-11-07",780.33,754.79,0.03272,11,0,1
"671","JFK","UVF","Auberge Seraphine",3,"2015-11-12","2015-11-15",932.68,905.48,0.02916,11,2,1
"672","JFK","UVF","Auberge Seraphine",3,"2015-11-14","2015-11-17",658.52,639.48,0.02891,11,2,1
"673","JFK","UVF","Auberge Seraphine",3,"2015-11-21","2015-11-24",852.82,830.48,0.02619,11,2,1
"674","JFK","UVF","Auberge Seraphine",3,"2015-11-25","2015-11-28",1285.25,1252.48,0.02549,11,2,1
"675","JFK","UVF","Auberge Seraphine",3,"2015-11-09","2015-11-12",655.06,639.48,0.02378,11,1,1
"676","JFK","UVF","Auberge Seraphine",3,"2015-11-16","2015-11-19",654.94,639.48,0.0236,11,2,1
"677","JFK","UVF","Auberge Seraphine",7,"2015-11-01","2015-11-08",1334.73,1313.84,0.01565,11,0,1
"678","JFK","UVF","Auberge Seraphine",3,"2015-11-08","2015-11-11",647.29,639.48,0.01206,11,1,1
"679","JFK","UVF","Auberge Seraphine",7,"2015-11-15","2015-11-22",966.28,957.79,0.00878,11,2,1
"680","JFK","UVF","Auberge Seraphine",3,"2015-11-23","2015-11-26",578.76,575.48,0.00566,11,2,1
"681","JFK","UVF","Auberge Seraphine",7,"2015-11-08","2015-11-15",1187.39,1182.79,0.00387,11,1,1
"682","JFK","UVF","Auberge Seraphine",7,"2015-11-23","2015-11-30",1133.01,1131.79,0.00107,11,2,1
"683","BOS","JFK","Avalon Hotel",3,"2015-10-24","2015-10-27",825.5,694.52,0.15867,10,0,1
"684","BOS","JFK","Avalon Hotel",3,"2015-11-18","2015-11-21",670.02,567.9,0.15242,11,2,1
"685","BOS","JFK","Avalon Hotel",3,"2015-10-23","2015-10-26",732.71,655.68,0.10512,10,0,1
"686","BOS","JFK","Avalon Hotel",3,"2015-10-28","2015-10-31",852.31,770.49,0.096,10,0,1
"687","BOS","JFK","Avalon Hotel",3,"2015-10-25","2015-10-28",720.45,675.1,0.06295,10,0,1
"688","BOS","JFK","Avalon Hotel",7,"2015-10-23","2015-10-30",1565.27,1485.46,0.05099,10,0,1
"689","BOS","JFK","Avalon Hotel",3,"2015-10-31","2015-11-03",671.75,660.55,0.01667,10,0,1
"690","BOS","JFK","Avalon Hotel",7,"2015-10-24","2015-10-31",1572.8,1556.77,0.01019,10,0,1
"691","BOS","JFK","Avalon Hotel",7,"2015-10-25","2015-11-01",1415.96,1412.85,0.00219,10,0,1
"692","BOS","JFK","Avalon Hotel",7,"2015-10-28","2015-11-04",1407.51,1406.04,0.00104,10,0,1
"693","JFK","LAX","Avalon Hotel Beverly Hills",7,"2015-10-24","2015-10-31",1598.76,1356.42,0.15158,10,0,1
"694","JFK","LAX","Avalon Hotel Beverly Hills",7,"2015-10-23","2015-10-30",1857.98,1707.32,0.08109,10,0,1
"695","JFK","LAX","Avalon Hotel Beverly Hills",7,"2015-10-30","2015-11-06",1452.37,1363.33,0.06131,10,0,1
"696","JFK","LAX","Avalon Hotel Beverly Hills",7,"2015-10-28","2015-11-04",1410.6,1346.79,0.04524,10,0,1
"697","JFK","MCO","Avanti Resort",3,"2015-10-25","2015-10-28",664.05,449.72,0.32276,10,0,1
"698","JFK","MCO","Avanti Resort",3,"2015-10-28","2015-10-31",535.13,430.44,0.19563,10,0,1
"699","JFK","MCO","Avanti Resort",7,"2015-10-28","2015-11-04",690.01,556.6,0.19335,10,0,1
"700","JFK","MCO","Avanti Resort",7,"2015-11-22","2015-11-29",774.67,634.47,0.18098,11,2,1
"701","JFK","MCO","Avanti Resort",7,"2015-10-31","2015-11-07",651.51,542.32,0.1676,10,0,1
"702","JFK","MCO","Avanti Resort",7,"2015-11-21","2015-11-28",733.23,625.58,0.14682,11,2,1
"703","JFK","MCO","Avanti Resort",7,"2015-11-25","2015-12-02",635.48,544,0.14395,11,2,1
"704","JFK","MCO","Avanti Resort",3,"2015-11-04","2015-11-07",490.99,426.79,0.13076,11,0,1
"705","JFK","MCO","Avanti Resort",3,"2015-11-21","2015-11-24",379.33,333.91,0.11974,11,2,1
"706","JFK","MCO","Avanti Resort",3,"2015-11-25","2015-11-28",663.52,588.91,0.11245,11,2,1
"707","JFK","MCO","Avanti Resort",3,"2015-11-11","2015-11-14",368.5,329.59,0.1056,11,1,1
"708","JFK","MCO","Avanti Resort",3,"2015-11-01","2015-11-04",474.46,426.79,0.10048,11,0,1
"709","JFK","MCO","Avanti Resort",7,"2015-10-25","2015-11-01",835.73,762.52,0.0876,10,0,1
"710","JFK","MCO","Avanti Resort",3,"2015-11-13","2015-11-16",409.11,375.6,0.08192,11,2,1
"711","JFK","MCO","Avanti Resort",3,"2015-11-22","2015-11-25",319.28,297.66,0.06773,11,2,1
"712","JFK","MCO","Avanti Resort",3,"2015-11-14","2015-11-17",299.92,288.47,0.03819,11,2,1
"713","JFK","CUR","Avila Hotel",3,"2015-10-31","2015-11-03",810.46,763.25,0.05825,10,0,1
"714","JFK","LAX","Ayres Hotel Manhattan Beach LAX",3,"2015-10-24","2015-10-27",907.25,665.59,0.26637,10,0,1
"715","JFK","LAX","Ayres Hotel Manhattan Beach LAX",3,"2015-10-23","2015-10-26",985.11,814.49,0.1732,10,0,1
"716","JFK","LAX","Ayres Hotel Manhattan Beach LAX",7,"2015-10-23","2015-10-30",1516.77,1457.97,0.03876,10,0,1
"717","JFK","FLL","B Ocean Fort Lauderdale",3,"2015-10-30","2015-11-02",565.61,534.81,0.05445,10,0,1
"718","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-10-30","2015-11-02",572.16,514.57,0.10065,10,0,1
"719","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-10-28","2015-10-31",468.87,443.13,0.05489,10,0,1
"720","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",7,"2015-11-22","2015-11-29",1075.37,1028.47,0.04361,11,2,1
"721","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-11-20","2015-11-23",569.99,545.71,0.04259,11,2,1
"722","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-11-01","2015-11-04",441.27,438.28,0.00678,11,0,1
"723","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",7,"2015-11-25","2015-12-02",886.96,881.47,0.00619,11,2,1
"724","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-11-22","2015-11-25",435.77,434.4,0.00316,11,2,1
"725","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-11-25","2015-11-28",641.59,639.93,0.00259,11,2,1
"726","JFK","FLL","Bahia Mar Ft. Lauderdale Beach- a DoubleTree by Hilton Hotel",3,"2015-10-31","2015-11-03",475.46,475.45,2e-05,10,0,1
"727","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-14","2015-11-17",654.44,610.28,0.06748,11,2,1
"728","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-01","2015-11-04",629.64,592.28,0.05933,11,0,1
"729","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-25","2015-11-28",739.02,702.28,0.04971,11,2,1
"730","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-13","2015-11-16",1240.74,1195.28,0.03664,11,2,1
"731","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-04","2015-11-07",588.27,577.28,0.01868,11,0,1
"732","JFK","POP","Bahia Principe San Juan Resort",7,"2015-11-14","2015-11-21",803.04,789.52,0.01684,11,2,1
"733","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-11","2015-11-14",709.83,702.28,0.01064,11,1,1
"734","JFK","POP","Bahia Principe San Juan Resort",7,"2015-11-22","2015-11-29",1114.71,1103.52,0.01004,11,2,1
"735","JFK","POP","Bahia Principe San Juan Resort",7,"2015-11-21","2015-11-28",908.72,900.52,0.00902,11,2,1
"736","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-06","2015-11-09",664.53,660.28,0.0064,11,1,1
"737","JFK","POP","Bahia Principe San Juan Resort",3,"2015-11-21","2015-11-24",664.38,660.28,0.00617,11,2,1
"738","JFK","POP","Bahia Principe San Juan Resort",7,"2015-11-04","2015-11-11",792.46,790.52,0.00245,11,0,1
"739","JFK","SAN","Bahia Resort Hotel",3,"2015-10-28","2015-10-31",1007.02,429.25,0.57375,10,0,1
"740","JFK","SAN","Bahia Resort Hotel",3,"2015-10-24","2015-10-27",1281.59,617.73,0.518,10,0,1
"741","JFK","SAN","Bahia Resort Hotel",7,"2015-10-24","2015-10-31",1499.97,865.42,0.42304,10,0,1
"742","JFK","SAN","Bahia Resort Hotel",3,"2015-10-30","2015-11-02",722.37,434.63,0.39833,10,0,1
"743","JFK","SAN","Bahia Resort Hotel",3,"2015-10-31","2015-11-03",722.25,434.63,0.39823,10,0,1
"744","JFK","SAN","Bahia Resort Hotel",7,"2015-10-28","2015-11-04",892.39,627.08,0.2973,10,0,1
"745","JFK","SAN","Bahia Resort Hotel",7,"2015-10-25","2015-11-01",1275.83,989.3,0.22458,10,0,1
"746","JFK","SAN","Bahia Resort Hotel",3,"2015-10-25","2015-10-28",1138.74,1032.36,0.09342,10,0,1
"747","JFK","SAN","Bahia Resort Hotel",3,"2015-11-01","2015-11-04",731.32,669.25,0.08487,11,0,1
